1.092710e-03,5.614512e-01,1.161323e-01,8.371081e-01,7.101176e-01,2.959605e-01,5.136827e-01
5.439255e-03,9.844196e-01,2.142417e-01,9.612770e-02,6.955985e-01,7.804047e-01,9.155945e-02
1.009063e-02,4.280897e-02,6.611510e-01,4.816894e-01,7.589150e-02,4.572519e-01,3.038666e-01
1.896974e-02,6.510401e-01,6.152107e-01,8.770555e-01,2.264880e-01,5.790797e-01,2.871109e-01
2.073383e-02,4.893371e-01,3.778709e-01,6.242067e-01,5.985220e-01,4.555468e-02,7.610146e-02
2.691442e-02,3.018228e-01,9.958564e-02,3.134487e-01,9.529197e-01,5.242345e-02,2.090248e-01
3.367102e-02,5.001531e-01,3.156843e-01,5.021400e-01,8.190631e-01,4.360150e-02,8.246956e-01
3.853380e-02,1.495818e-02,3.342817e-02,9.590810e-01,7.414849e-01,9.046871e-01,5.291958e-01
4.341900e-02,2.193923e-01,4.493537e-01,1.267975e-01,1.480534e-01,1.814373e-01,4.093011e-01
4.575966e-02,2.921363e-01,3.447592e-01,8.276001e-01,6.282157e-01,5.762549e-02,9.173800e-01
5.276911e-02,5.776239e-01,8.697592e-01,4.040468e-01,5.464822e-01,3.108929e-01,1.663443e-01
5.510781e-02,4.680405e-01,2.997709e-01,1.587055e-01,4.727718e-01,5.590237e-01,8.987394e-01
6.457075e-02,9.988943e-01,4.560001e-01,5.809494e-01,7.871916e-01,1.385848e-01,3.095847e-01
6.735122e-02,4.106053e-01,5.573924e-01,3.369967e-01,6.369777e-02,7.169732e-01,3.989958e-01
7.096178e-02,6.302182e-01,9.308047e-02,5.262272e-01,5.797618e-02,4.071069e-01,7.126960e-01
7.966304e-02,4.909320e-03,2.674635e-01,3.584496e-01,6.686120e-01,9.509131e-02,2.298708e-02
8.216256e-02,6.477918e-01,6.916171e-01,6.613849e-01,8.351201e-01,7.320541e-01,4.616478e-01
8.820186e-02,4.434395e-01,3.815652e-04,8.616929e-01,2.716699e-01,4.178267e-03,2.644551e-01
9.086366e-02,3.636705e-01,8.289818e-01,9.880769e-01,5.186609e-01,3.557551e-01,4.138020e-01
9.872072e-02,3.736385e-01,1.717412e-01,5.115552e-01,8.115661e-01,5.636965e-01,1.142962e-01
1.028095e-01,1.961494e-01,7.001009e-01,2.927254e-01,3.712656e-01,2.543143e-01,7.924842e-01
1.088435e-01,1.856230e-01,1.045056e-01,1.094529e-02,3.479924e-01,7.316931e-02,9.517356e-01
1.114842e-01,9.521288e-01,7.261025e-01,9.292611e-01,9.197903e-01,6.108163e-01,1.272092e-01
1.154306e-01,7.352204e-02,4.997403e-01,8.567736e-01,1.855253e-01,3.540159e-01,2.172557e-01
1.218362e-01,6.190216e-01,7.650582e-01,4.086151e-01,5.725570e-01,8.995961e-01,9.036435e-01
1.296948e-01,3.069168e-01,5.187364e-02,6.510140e-01,4.982502e-01,8.886427e-01,7.530775e-01
1.301719e-01,3.432024e-01,3.815328e-01,6.234555e-02,2.619583e-01,3.226123e-01,1.192848e-01
1.362514e-01,2.057764e-01,7.132531e-01,4.692122e-01,2.931016e-01,2.208737e-02,2.509142e-01
1.400844e-01,4.275455e-01,8.079227e-01,2.608444e-01,3.166673e-01,6.890833e-01,1.536724e-01
1.452446e-01,2.513667e-02,8.312999e-01,1.692044e-01,3.921520e-01,3.257536e-01,5.246811e-02
1.545132e-01,2.849422e-01,1.808228e-01,7.976331e-01,9.422616e-01,6.595292e-01,1.094368e-03
1.578943e-01,5.147533e-01,2.811312e-01,6.935351e-01,3.817792e-01,9.117749e-02,8.412924e-01
1.626839e-01,9.868648e-01,4.430055e-02,1.731484e-01,3.767952e-01,4.600511e-01,6.888411e-01
1.674831e-01,1.742232e-01,4.200172e-01,6.180785e-01,2.028542e-01,2.559447e-01,7.169623e-01
1.741755e-01,9.111950e-01,6.411083e-02,2.841135e-01,5.119935e-01,8.113614e-01,6.715421e-01
1.752021e-01,6.692177e-01,1.367529e-01,1.301987e-01,7.400278e-02,8.763793e-01,6.246427e-01
1.821316e-01,5.456694e-01,7.079539e-01,7.356843e-01,9.328443e-01,9.464025e-01,7.348570e-01
1.889618e-01,3.321572e-01,3.077356e-01,8.809413e-01,9.878401e-01,3.184988e-01,9.112345e-01
1.915718e-01,9.698057e-01,7.507579e-01,2.603938e-02,8.556664e-01,6.684550e-01,4.854493e-02
1.951017e-01,1.604247e-01,3.334312e-01,4.156990e-01,7.244998e-01,9.533203e-01,3.744973e-02
2.039839e-01,3.235873e-01,3.229930e-01,6.092357e-01,8.609718e-01,2.268664e-01,3.571280e-01
2.060422e-01,3.842147e-01,7.423495e-01,5.761993e-01,8.800965e-01,8.746774e-01,4.723745e-01
2.140112e-01,9.021780e-01,3.930167e-01,8.188680e-01,9.635852e-01,9.159707e-01,4.272714e-01
2.190166e-01,1.357767e-01,5.779578e-01,8.741830e-01,4.850774e-01,7.730700e-01,4.883455e-01
2.243222e-01,1.171989e-01,7.450494e-01,7.799539e-01,3.432282e-01,1.850854e-01,8.456405e-02
2.266830e-01,2.619816e-01,7.615058e-02,2.105851e-01,4.103631e-01,4.458624e-01,7.353151e-01
2.308510e-01,9.332033e-01,9.539695e-01,3.150741e-02,6.760903e-01,4.706128e-01,2.227606e-01
2.361452e-01,8.587596e-01,2.409534e-01,2.204465e-01,1.601995e-01,4.159044e-01,9.378591e-01
2.416526e-01,9.071702e-01,7.759501e-01,1.918468e-01,7.578308e-01,8.355897e-01,8.456002e-01
2.495449e-01,4.456551e-01,7.362610e-01,8.543022e-01,5.949626e-01,1.265344e-01,7.682531e-01
2.521495e-01,7.236097e-01,3.504434e-01,6.464863e-03,4.424761e-01,2.821162e-01,3.192118e-01
2.583411e-01,2.149635e-01,5.996418e-01,8.937125e-01,7.523344e-01,2.490778e-01,4.568847e-01
2.640730e-01,3.397828e-01,7.167757e-01,8.087574e-01,8.706535e-01,5.052206e-01,1.894447e-01
2.695078e-01,5.338360e-01,8.981329e-01,4.516535e-01,3.530657e-01,5.231835e-01,6.773697e-01
2.739841e-01,7.717872e-02,9.025358e-01,9.516569e-01,9.005990e-01,6.443347e-01,2.366615e-01
2.758674e-01,2.047970e-01,5.369098e-01,2.080744e-01,1.140049e-01,7.241681e-01,5.552543e-01
2.807634e-01,8.263359e-01,2.428148e-02,8.435969e-01,4.922767e-01,4.949987e-01,8.041033e-01
2.863254e-01,7.718990e-01,3.609671e-01,7.925515e-01,6.188669e-01,8.658688e-01,9.563146e-01
2.941953e-01,2.671188e-01,1.775121e-01,2.534725e-01,4.836395e-01,4.010950e-01,8.565824e-01
2.996785e-01,5.698734e-01,5.147559e-01,7.012795e-01,4.646798e-01,3.422691e-01,3.331846e-01
3.005089e-01,6.428407e-01,8.808571e-01,9.312707e-01,6.304635e-01,4.327431e-01,9.727685e-01
3.099870e-01,7.431203e-01,8.601726e-01,8.103240e-01,3.324670e-01,1.049528e-01,3.416768e-01
3.122871e-01,7.274775e-01,1.684155e-01,6.148045e-01,7.911708e-01,5.808140e-01,8.902849e-01
3.163033e-01,1.338746e-01,5.533278e-01,7.688329e-01,5.354047e-01,9.303198e-01,9.220092e-01
3.218172e-01,1.907430e-01,8.932852e-01,9.642200e-01,3.594415e-01,5.738818e-01,1.776033e-01
3.275662e-01,5.818892e-01,6.221702e-01,9.455743e-02,1.523736e-01,1.968890e-01,5.512879e-01
3.322302e-01,7.956345e-01,9.784457e-01,3.956516e-01,3.129456e-01,6.097545e-01,5.324128e-01
3.382341e-01,9.213457e-01,6.294070e-01,3.483603e-01,9.773805e-02,1.628679e-01,1.366386e-01
3.443805e-01,8.652981e-01,2.280330e-01,1.508631e-01,7.008606e-01,6.820592e-02,3.539377e-01
3.476311e-01,6.628201e-01,5.835489e-01,9.143611e-01,1.981868e-01,4.675664e-01,1.304262e-01
3.540212e-01,6.953152e-01,4.334597e-01,4.747460e-01,4.328722e-01,6.811670e-01,8.538037e-01
3.559453e-01,2.707157e-01,7.931960e-01,8.002293e-01,2.474117e-01,6.511481e-01,5.624044e-01
3.618389e-01,7.789158e-01,6.271726e-03,6.478832e-01,1.065883e-01,3.321974e-01,7.448667e-01
